rep,id,Cl,V1,Q,V2,S,R0,gamma,MTT
3,23,2.82788,1.22616,2.34804,4.90286,20.0703,979.628,0.437265,85.1685
4,23,2.83196,1.19748,2.33833,4.97605,19.7794,980.177,0.438734,85.1413
5,23,2.82598,1.22362,2.35285,4.90019,20.1832,981.059,0.439645,85.3059
6,23,2.81631,1.19195,2.34792,4.98965,20.0791,982.351,0.438279,84.9906
7,23,2.81679,1.1475,2.38419,4.9144,19.9215,985.312,0.439473,85.0465
8,23,2.82717,1.21873,2.35427,5.05139,20.1122,984.186,0.438554,85.093
9,23,2.81322,1.2506,2.31385,4.95733,20.2548,981.734,0.43851,85.0787
10,23,2.82203,1.1811,2.3403,4.9576,20.3155,980.55,0.438301,85.1253
1,24,2.81834,0.77139,2.31174,4.90975,19.9472,980.084,0.440672,85.0305
2,24,2.81612,0.777253,2.30668,4.92485,20.0713,985.151,0.438362,85.0689
3,24,2.81555,0.777762,2.34697,4.95029,20.1476,985.178,0.437645,84.8896
4,24,2.81349,0.743593,2.31278,4.9476,20.1626,983.684,0.437784,85.1419
5,24,2.8211,0.753954,2.34653,4.92031,20.1947,984.602,0.435185,84.9174
6,24,2.82134,0.765861,2.33252,4.84863,20.1036,984.234,0.436057,85.0162
7,24,2.82141,0.733263,2.33616,4.95961,19.9216,980.314,0.43957,85.2637
8,24,2.82106,0.769309,2.32886,4.99986,19.9589,985.554,0.43446,85.0508
9,24,2.82124,0.750671,2.32243,5.02585,19.9364,979.487,0.440428,85.0432
10,24,2.81851,0.75092,2.34467,4.97258,19.8885,984.907,0.436912,84.963
1,25,2.81569,0.649393,2.3208,4.88198,20.2972,983.62,0.441349,85.1976
2,25,2.82612,0.644237,2.32122,4.94813,20.2262,980.717,0.442138,85.2701
3,25,2.8228,0.686028,2.29439,4.99559,20.0498,983.999,0.438537,84.9899
4,25,2.81608,0.649848,2.33252,4.91763,20.3668,985.213,0.439976,85.0302
5,25,2.81337,0.636241,2.30679,4.94904,19.8219,983.529,0.434589,85.2843
6,25,2.82789,0.655889,2.36114,5.0639,19.9789,980.768,0.439219,85.0699
7,25,2.82053,0.658278,2.3548,4.95227,20.1919,984.277,0.44207,85.0434
8,25,2.81776,0.659831,2.3437,4.99985,20.1692,984.381,0.43923,85.1505
9,25,2.82608,0.646568,2.32474,4.95095,20.0376,981.794,0.439795,85.2366
10,25,2.82607,0.650565,2.2978,4.97375,20.0893,982.848,0.437677,85.0563
1,26,2.81437,0.537721,2.33878,4.82488,20.0183,982.385,0.437834,85.2321
2,26,2.81267,0.547412,2.3504,4.97292,19.887,980.733,0.436427,85.1013
3,26,2.81748,0.541131,2.35095,4.91452,19.9004,982.655,0.436974,85.1748
4,26,2.81433,0.509169,2.33444,4.92954,19.8059,982.048,0.440358,85.3378
5,26,2.81471,0.544966,2.31689,4.96379,20.3546,981.776,0.434219,85.2583
6,26,2.80872,0.536738,2.35556,4.92804,19.5921,986.056,0.440411,85.1649
7,26,2.82143,0.539018,2.3343,4.97475,20.1433,984.487,0.438675,84.9523
8,26,2.81717,0.511679,2.34234,4.97917,20.1827,983.003,0.437605,85.03
9,26,2.82672,0.539964,2.33273,5.03237,20.2011,984.155,0.435586,85.0862
10,26,2.81916,0.533982,2.34505,4.97978,19.9478,984.023,0.435332,84.9143
1,27,2.82668,0.61409,2.34814,5.04251,20.0781,981.701,0.439188,85.116
2,27,2.82358,0.573994,2.34842,4.97507,20.3101,981.044,0.437154,85.3238
3,27,2.80768,0.62163,2.3342,5.02735,19.9796,982.399,0.43679,85.2494
4,27,2.82977,0.592684,2.33247,4.9211,19.8916,984.405,0.435871,85.1453
5,27,2.81697,0.587308,2.33528,4.87056,20.1424,983.34,0.437388,85.224
6,27,2.80665,0.577854,2.3071,5.06939,19.9661,979.818,0.43912,85.2169
7,27,2.82732,0.584479,2.37593,4.98363,19.8755,981.962,0.436059,85.1294
8,27,2.82845,0.583318,2.34252,5.04472,19.9227,982.215,0.436676,85.339
